Priority,Research_Status,Category,Type,Has_Citation,Claim_ID,Research_Description,Full_Claim_Text,Suggested_Citation,BibTeX_Key,DOI_or_URL,Reference_Type,Research_Notes,File_Path,Line_Number,Scope,Existing_Citation_Format,Confidence
HIGH,completed,implementation,implementation,NO,CODE-IMPL-499,None (attributed to: None),Production-grade memory pool for efficient memory management,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\memory\memory_pool.py,1,module,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-500,the 9-step diagnostic checklist (attributed to: Issue #1 resolution plan),Implements the 9-step diagnostic checklist from Issue #1 resolution plan,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\monitoring\diagnostics.py,1,module,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-501,None (attributed to: None),Classification of instability root causes,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\monitoring\diagnostics.py,20,module:class:InstabilityType,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-502,the priority-ranked diagnostic checklist (attributed to: Issue #1 resolution:),Implements the priority-ranked diagnostic checklist from Issue #1 resolution:,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\monitoring\diagnostics.py,45,module:class:DiagnosticChecklist,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-503,"the stability monitoring solution (attributed to: Issue #1 resolution plan,)","Implements the stability monitoring solution from Issue #1 resolution plan,",,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\monitoring\stability.py,1,module,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-504,LDR monitoring as specified (attributed to: Issue #1 resolution:),Implements LDR monitoring as specified in Issue #1 resolution:,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\monitoring\stability.py,19,module:class:LyapunovDecreaseMonitor,,0.6
HIGH,,implementation,implementation,NO,CODE-IMPL-507,convergence (attributed to: None),Numerical stability utilities for robust mathematical operations,,,,,,src\utils\numerical_stability\__init__.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-508,None (attributed to: None),Safe mathematical operations with numerical stability guarantees,,,,,,src\utils\numerical_stability\safe_operations.py,1,module,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-509,None (attributed to: None),Safe division with epsilon threshold protection against zero division,,,,,,src\utils\numerical_stability\safe_operations.py,75,module:function:safe_divide,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-510,None (attributed to: None),Safe square root with negative value protection,,,,,STRATEGIC_PHASE2: Analysis/implementation code (no theory cited),src\utils\numerical_stability\safe_operations.py,205,module:function:safe_sqrt,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-512,None (attributed to: None),Return a new integer seed derived from the master generator,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\reproducibility\seed.py,79,module:class:SeedManager:function:spawn,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-516,None (attributed to: None),Return type for :class:`adaptive_smc,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\types\control_outputs.py,60,module:class:AdaptiveSMCOutput,,0.65
HIGH,,implementation,implementation,NO,CODE-IMPL-517,"the super‑twisting
    algorithm and are needed to resume control (attributed to: the next time step)","according to the super‑twisting
    algorithm and are needed to resume control in the next time step",,,,,,src\utils\types\control_outputs.py,86,module:class:STAOutput,,0.6
HIGH,completed,implementation,implementation,NO,CODE-IMPL-518,performance (attributed to: None),Complete visualization plan generator for the entire DIP control project,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\visualization\movie_generator.py,32,module:class:ProjectMovieGenerator,,0.65
HIGH,completed,implementation,implementation,NO,CODE-IMPL-519,None (attributed to: None),Create a complete movie documenting the entire project,,,,,STRATEGIC_PHASE4: Infrastructure code (config/types/utils),src\utils\visualization\movie_generator.py,53,module:class:ProjectMovieGenerator:function:create_complete_project_movie,,0.65
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-002,The sliding surface is defined as:,The sliding surface is defined as:,,,,,,docs/mathematical_algorithm_validation.md,54,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-003,Parameter sensitivity matrix:,Parameter sensitivity matrix:,,,,,,docs/mathematical_algorithm_validation.md,620,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-006,The optimization problem is defined over a D-dimensional search space:,The optimization problem is defined over a D-dimensional search space:,,,,,,docs/theory/pso_optimization_complete.md,18,,,0.7
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-007,The fitness landscape is defined by:,The fitness landscape is defined by:,,,,,,docs/theory/pso_optimization_complete.md,27,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-009,The swarm converges in mean square if:,The swarm converges in mean square if:,,,,,,docs/theory/pso_optimization_complete.md,106,,,0.7
MEDIUM,,theoretical,theorem,YES,FORMAL-THEOREM-011,"Averaged over all possible optimization problems, no optimization algorithm performs better than random search {cite}`wolpert1997no`.","Averaged over all possible optimization problems, no optimization algorithm performs better than random search {cite}`wolpert1997no`.",,,,,,docs/theory/pso_optimization_complete.md,119,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-012,Solution $\vec{\theta}_1$ dominates $\vec{\theta}_2$ (denoted $\vec{\theta}_1 \prec \vec{\theta}_2$) if:,Solution $\vec{\theta}_1$ dominates $\vec{\theta}_2$ (denoted $\vec{\theta}_1 \prec \vec{\theta}_2$) if:,,,,,,docs/theory/pso_optimization_complete.md,184,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-013,The Pareto optimal set is:,The Pareto optimal set is:,,,,,,docs/theory/pso_optimization_complete.md,193,,,0.6
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-014,A sliding surface $\mathcal{S}$ is a subset of the state space defined by:,A sliding surface $\mathcal{S}$ is a subset of the state space defined by:,,,,,,docs/theory/smc_theory_complete.md,11,,,0.7
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-015,The system is said to be in sliding mode when:,The system is said to be in sliding mode when:,,,,,,docs/theory/smc_theory_complete.md,24,,,0.6
MEDIUM,,theoretical,assumption,NO,FORMAL-ASSUMPTION-017,The matrix $\mat{S}\vec{g}(\vec{x})$ is invertible for all $\vec{x}$ in the domain of interest.,The matrix $\mat{S}\vec{g}(\vec{x})$ is invertible for all $\vec{x}$ in the domain of interest.,,,,,,docs/theory/smc_theory_complete.md,106,,,0.7
MEDIUM,,theoretical,definition,NO,FORMAL-DEFINITION-018,The system trajectory reaches the sliding surface in finite time if:,The system trajectory reaches the sliding surface in finite time if:,,,,,,docs/theory/smc_theory_complete.md,123,,,0.7
MEDIUM,,implementation,implementation,YES,CODE-IMPL-006,to operating conditions (attributed to: 218697608892619†L682-L687),"Lightweight, modular Fault Detection and Isolation (FDI) system with",,,,,,src\analysis\fault_detection\fdi.py,36,module:class:FDIsystem,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-040,of state variables (attributed to: 920100172589331†L79-L84),Linearisation and controllability/observability analysis utilities,,,,,,src\analysis\performance\control_analysis.py,1,module,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-041,equal to ``n`` (attributed to: 920100172589331†L79-L84),Construct the controllability matrix of an LTI system,,,,,,src\analysis\performance\control_analysis.py,49,module:function:controllability_matrix,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-042,equal to ``n`` (attributed to: 920100172589331†L79-L84),Construct the observability matrix of an LTI system,,,,,,src\analysis\performance\control_analysis.py,76,module:function:observability_matrix,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-043,rank test passes (attributed to: 920100172589331†L79-L84),Check controllability and observability of an LTI system,,,,,,src\analysis\performance\control_analysis.py,141,module:function:check_controllability_observability,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-098,satisfying reproducibility guidelines (attributed to: 985132039892507†L364-L377),Centralised logging configuration with provenance stamping,,,,,,src\config\logging.py,1,module,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-099,be reproduced exactly (attributed to: 985132039892507†L364-L377),Configure the root logger with provenance stamping,,,,,,src\config\logging.py,116,module:function:configure_provenance_logging,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-102,adaptive control laws (attributed to: 462167782799487†L186-L195),Validate that a numeric value is positive (or non‑negative),,,,,,src\controllers\base\control_primitives.py,14,module:function:require_positive,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-103,to ensure stability (attributed to: 462167782799487†L186-L195),Validate that a numeric value lies within a closed or open interval,,,,,,src\controllers\base\control_primitives.py,62,module:function:require_in_range,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-104,"the
expected amplitude (attributed to: measurement noise and the desired steady‑state)","based on the
expected amplitude of measurement noise and the desired steady‑state",,,,,,src\controllers\base\control_primitives.py,110,module:function:saturate,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-116,one‑sided (forward) differences (attributed to: 738473614585036†L239-L256),"Finite‑difference linearization around (x_eq, u_eq) using a central",,,,,,src\controllers\mpc\mpc_controller.py,72,module:function:_numeric_linearize_continuous,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-176,"the conventional first‑order sliding‑mode law
consisting (attributed to: a model‑based equivalent control ``u_eq`` and a robust)","implements the conventional first‑order sliding‑mode law
consisting of a model‑based equivalent control ``u_eq`` and a robust",,,,,,src\controllers\smc\classic_smc.py,21,module:class:ClassicalSMC,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-177,"a continuous approximation to
the sign function (either a hyperbolic tangent or a piecewise‑linear
saturation) within a boundary layer (attributed to: width ``epsilon`` to attenuate)","uses a continuous approximation to
the sign function (either a hyperbolic tangent or a piecewise‑linear
saturation) within a boundary layer of width ``epsilon`` to attenuate",,,,,,src\controllers\smc\classic_smc.py,21,module:class:ClassicalSMC,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-197,simplifies stability proofs (attributed to: 895515998216162†L326-L329),Hybrid Adaptive Super–Twisting SMC for a double‑inverted pendulum,,,,,,src\controllers\smc\hybrid_adaptive_sta_smc.py,26,module:class:HybridAdaptiveSTASMC,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-200,is nearly singular (attributed to: 385796022798831†L145-L149),Compute an approximate equivalent control based on the system,,,,,,src\controllers\smc\hybrid_adaptive_sta_smc.py,442,module:class:HybridAdaptiveSTASMC:function:_compute_equivalent_control,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-202,multiplied by ``Kaw`` (attributed to: 789743582768797†L224-L249),Numba-accelerated core using precomputed sigma and its saturated sign,,,,,,src\controllers\smc\sta_smc.py,89,module:function:_sta_smc_core,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-203,"a continuous saturation function within a boundary
 layer ``ε`` to approximate the sign (attributed to: the sliding variable σ,)","uses a continuous saturation function within a boundary
 layer ``ε`` to approximate the sign of the sliding variable σ,",,,,,,src\controllers\smc\sta_smc.py,129,module:class:SuperTwistingSMC,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-253,None (attributed to: None),Create a control optimization problem,,,,,,src\optimization\__init__.py,158,module:function:create_control_problem,numbered,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-418,on a single step (attributed to: the Dormand–Prince),uses on a single step of the Dormand–Prince,,,,,,src\simulation\engines\adaptive_integrator.py,1,module,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-419,the Butcher tableau (attributed to: 313837333132264†L58-L82),Perform a single Dormand–Prince 4(5) integration step,,,,,,src\simulation\engines\adaptive_integrator.py,37,module:function:rk45_step,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-425,None (attributed to: None),Simulate a dynamical system forward in time,,,,,,src\simulation\engines\vector_sim.py,38,module:function:simulate,numbered,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-445,None (attributed to: None),Create a dynamics model compatible with simulation engines,,,,,,src\simulation\integrators\compatibility.py,146,module:function:create_compatible_dynamics,numbered,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-511,numbers of processors (attributed to: 675644021986605†L385-L388),Global seeding utilities for reproducible simulations,,,,,,src\utils\reproducibility\seed.py,1,module,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-513,"reproducibility guidelines (attributed to: computational science, when random number generation is part of a)","According to reproducibility guidelines in
computational science, when random number generation is part of a",,,,,,src\utils\reproducibility\seed.py,86,module:function:set_global_seed,bracket,0.8
MEDIUM,,implementation,implementation,YES,CODE-IMPL-514,or optimisation algorithms (attributed to: 675644021986605†L385-L388),Create a local NumPy random number generator,,,,,,src\utils\reproducibility\seed.py,135,module:function:create_rng,bracket,0.75
MEDIUM,,implementation,implementation,YES,CODE-IMPL-515,a named tuple inherits (attributed to: ``tuple``) while also exposing descriptive attribute names to clarify),"use a named tuple inherits
from ``tuple``) while also exposing descriptive attribute names to clarify",,,,,,src\utils\types\control_outputs.py,1,module,bracket,0.8
